"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
16,0.694884775607337,-1.36181910308009,1.02922103956032,0.834159299216716,-1.19120879445965,1.30910881872952,-0.878585911450457,0.4452901278385,-0.446195831557423,0.568520735086962,1.01915061274695,1.29832870056251,0.420480265280796,-0.372650997239682,-0.807979512809369,-2.04455748288968,0.515663469043577,0.625847298442513,-1.30040816880609,-0.138333940419021,-0.295582931552029,-0.571955006812512,-0.0508807005036795,-0.304214501020644,0.0720010061385359,-0.422234430367677,0.0865533980909977,0.0634986493439305,231.71,"0"
17,0.962496069914852,0.32846102605212,-0.17147905415064,2.10920406774016,1.12956557126894,1.6960376856836,0.107711607311367,0.521502163844302,-1.19131110205143,0.724396314588903,1.6903299205808,0.406773575635315,-0.936421295934551,0.98373941913199,0.710910766068067,-0.602231772166344,0.402484375627273,-1.73716203452457,-2.02761232183279,-0.269320966548419,0.14399742335114,0.402491661406291,-0.0485082211745289,-1.37186629453889,0.390813885438659,0.199963657504328,0.0163706432842991,-0.01460532767228,34.09,"0"
18,1.16661638244228,0.502120087854101,-0.0673003143663533,2.26156923949128,0.428804194630708,0.0894735167274599,0.241146579907281,0.138081705243702,-0.989162395259052,0.922174967079328,0.744785789437272,-0.531377250104474,-2.1053464503177,1.12687010488156,0.00307532251490036,0.424424506356606,-0.454475291663708,-0.0988706272108058,-0.816597306905994,-0.307168508741084,0.0187018719918659,-0.0619722672279421,-0.103854921794533,-0.370415176650599,0.603200338674873,0.108555872801682,-0.0405207055560295,-0.0114178152991164,2.28,"0"
18,0.247491127783665,0.277665627353681,1.18547084217971,-0.0926025498576041,-1.31439397897076,-0.150115997622665,-0.946364950111676,-1.61793505064675,1.54407140197844,-0.82988060074647,-0.583199526903095,0.524933232159904,-0.45337529664688,0.0813930875646215,1.55520419597553,-1.39689489286937,0.783130838324676,0.436621213910235,2.17780716839543,-0.230983142903519,1.65018036054154,0.200454090999037,-0.185352508080436,0.42307314795406,0.820591261750983,-0.227631863934761,0.336634446911129,0.250475352427605,22.75,"0"
22,-1.94652513121534,-0.0449005054418194,-0.405570068378956,-1.01305733702394,2.94196769950545,2.95505339674562,-0.0630631473635638,0.855546309018146,0.0499669002270836,0.573742508037695,-0.0812565147381817,-0.215745003282808,0.0441606277765361,0.0338977566837455,1.19071767502074,0.578843475256385,-0.975667025451307,0.0440628177757039,0.488602868957758,-0.216715254448926,-0.579525934402369,-0.799228952914653,0.870300215304704,0.983421492506598,0.321201132609584,0.149649876930755,0.707518836410842,0.014599751533029,0.89,"0"
22,-2.0742946722629,-0.121481799450951,1.32202063048967,0.410007514171835,0.295197545759436,-0.95953722984438,0.543985491287656,-0.104626728092018,0.475664017945495,0.149450615348245,-0.856566363963256,-0.180523156037298,-0.655232930357476,-0.27979685563853,-0.21166795514315,-0.333320609694671,0.010751094250554,-0.488472666295676,0.505751034478604,-0.386693573241769,-0.403639498840125,-0.227404004096502,0.742434864076795,0.398534855447456,0.249212161486784,0.274404273874965,0.359969356358436,0.243231671798911,26.43,"0"
23,1.17328461017079,0.353497876646456,0.28390506526532,1.1335633178795,-0.172577181842493,-0.916053706932115,0.36902484539083,-0.327260242196767,-0.24665102789456,-0.0461393022689538,-0.143418527309124,0.979350375717585,1.49228543545219,0.101417525935881,0.76147754528118,-0.014584082470356,-0.511640116553888,-0.32505635460906,-0.390933797720026,0.0278779087328671,0.0670033044874043,0.227811927638182,-0.150487224821759,0.43504510338369,0.724824579577241,-0.337082059875827,0.0163683792669046,0.0300411908366385,41.88,"0"
23,1.32270726911234,-0.17404083293642,0.434555031250987,0.576037652384661,-0.836758045983797,-0.831083411483829,-0.264904960791055,-0.220981942667704,-1.07142461772052,0.868558547570527,-0.641506289794406,-0.111315775017413,0.361485409760927,0.171945121866125,0.782166531823632,-1.35587072953395,-0.216935152965165,1.27176538520308,-1.24062193508556,-0.522950940722936,-0.284375572220815,-0.323357410638449,-0.0377099050596787,0.347150938808497,0.559639136527168,-0.280158165778367,0.042335257639718,0.0288223002307744,16,"0"
23,-0.414288810090829,0.905437322625407,1.72745294417921,1.47347126657189,0.00744274117322988,-0.200330677416199,0.740228319420026,-0.029247400012072,-0.593392019124765,-0.346188231273199,-0.0121421884961019,0.786796316060126,0.635953883297271,-0.0863244719500975,0.0768036871984215,-1.4059193336148,0.775591738395162,-0.94288892749919,0.543969461627011,0.0973075910928853,0.0772374339988386,0.457330598656119,-0.038499724582026,0.642521902774992,-0.183891335259639,-0.277464019495649,0.182687486490454,0.152664644968975,33,"0"
23,1.05938711501788,-0.175319186719244,1.26612964251002,1.18610995469348,-0.786001752758539,0.578435276462307,-0.767084276374229,0.401046149117525,0.699499675903727,-0.0647375556773487,1.04829248789913,1.00561836488785,-0.542001579163132,-0.0399145024672579,-0.218683247678604,0.00447568219903875,-0.193554038650394,0.0423879619548074,-0.277833720535009,-0.178023367448801,0.0136762939208399,0.213733610123234,0.0144618494665875,0.00295085991542244,0.294638014829328,-0.395069505138473,0.081461117248889,0.0242203485620962,12.99,"0"
24,1.23742903021294,0.0610425841868962,0.380525879794222,0.761564111432371,-0.359770710369787,-0.494084149915291,0.00649421810779282,-0.133862379689891,0.438809736716666,-0.207358045517011,-0.92918211475144,0.5271060605933,0.348675901114132,-0.152535138608542,-0.218385629647018,-0.191551818259596,-0.116580602716053,-0.633790816521738,0.348415801097774,-0.0663513345433597,-0.245682498259096,-0.530900256150069,-0.0442653968237672,0.0791680288586917,0.50913568954621,0.288857833917937,-0.0227049816562784,0.0118362314304161,17.28,"0"
25,1.11400859541157,0.0855460896870318,0.493702487395368,1.33575998514475,-0.300188550950467,-0.0107537834263628,-0.11876001509605,0.188616695943139,0.20568684906514,0.0822622587556722,1.13355567149479,0.626699002489221,-1.49278039238295,0.520787893899183,-0.674592596871812,-0.529108241855907,0.158256197923207,-0.398751479349713,-0.1457089090445,-0.273832367278761,-0.0532336603921118,-0.0047601512119153,-0.0314701703936453,0.198053718143193,0.565007312878958,-0.337718126200803,0.0290574021222937,0.00445263143187997,4.45,"0"
26,-0.529912284186556,0.873891581460326,1.34724732930113,0.145456676582257,0.414208858362661,0.10022309405219,0.711206082959649,0.1760659570625,-0.286716934699997,-0.484687683196852,0.872489590125871,0.851635859904339,-0.571745302934562,0.100974273045751,-1.51977183258512,-0.284375978261788,-0.310523584869201,-0.404247868800905,-0.823373523914155,-0.290347610865436,0.0469490671140629,0.208104855076299,-0.185548346773547,0.00103065983293288,0.0988157011025622,-0.552903603040518,-0.0732880835681738,0.0233070451077205,6.14,"0"
26,-0.529912284186556,0.873891581460326,1.34724732930113,0.145456676582257,0.414208858362661,0.10022309405219,0.711206082959649,0.1760659570625,-0.286716934699997,-0.484687683196852,0.872489590125871,0.851635859904339,-0.571745302934562,0.100974273045751,-1.51977183258512,-0.284375978261788,-0.310523584869201,-0.404247868800905,-0.823373523914155,-0.290347610865436,0.0469490671140629,0.208104855076299,-0.185548346773547,0.00103065983293288,0.0988157011025622,-0.552903603040518,-0.0732880835681738,0.0233070451077205,6.14,"0"
26,-0.53538776309446,0.865267807575272,1.35107628772237,0.14757547449791,0.433680212077009,0.0869829381161816,0.693039311115721,0.179742260742556,-0.285641861230583,-0.482474471178567,0.871799580440785,0.853447434991487,-0.571821891415037,0.102252103048142,-1.51999120265821,-0.285912497081499,-0.309633386824141,-0.403901992939884,-0.823742994489464,-0.283263782156003,0.049525686687599,0.206536543024476,-0.18710806982075,0.000753014257497798,0.0981166059546266,-0.553470968822753,-0.0783055021726955,0.0254273775211197,1.77,"0"
26,-0.53538776309446,0.865267807575272,1.35107628772237,0.14757547449791,0.433680212077009,0.0869829381161816,0.693039311115721,0.179742260742556,-0.285641861230583,-0.482474471178567,0.871799580440785,0.853447434991487,-0.571821891415037,0.102252103048142,-1.51999120265821,-0.285912497081499,-0.309633386824141,-0.403901992939884,-0.823742994489464,-0.283263782156003,0.049525686687599,0.206536543024476,-0.18710806982075,0.000753014257497798,0.0981166059546266,-0.553470968822753,-0.0783055021726955,0.0254273775211197,1.77,"0"
27,-0.246045948703835,0.47326690335701,1.69573755374059,0.262411487973117,-0.0108664136529745,-0.610835935296661,0.793936545512066,-0.247252830908628,0.138879113774066,-0.401007068346067,-0.812050381942678,-0.183524462361787,-0.630112887102238,-0.286217451066222,-0.337046323577501,-0.42810547355755,-0.0306021083323427,-0.504568166264421,0.355180278263647,0.0457211272611911,-0.194599935207223,-0.335132725895693,-0.0781796063470994,0.392783891527158,-0.0311571467736638,0.198036799472821,-0.175347300741823,-0.203616155701414,30.49,"0"
27,-1.45218727859439,1.76512373913739,0.611668540757038,1.17682498424561,-0.445979892057813,0.246826451919258,-0.257566155685306,1.0924724973132,-0.607524461211062,0.0471555530038123,0.783726853195604,1.0963856736135,-0.26809420573452,0.768648040128495,-0.524367354238622,-0.808816147106875,0.710386067439587,-0.11836878699997,0.979287835535805,0.00871333379747532,0.0822798172206588,0.325782190832103,-0.069107391080501,0.0209619966159794,-0.0446684875032122,-0.243441391677247,0.149180325186687,0.120556907850199,1.8,"0"
29,0.996369531566045,-0.12258878723806,0.546819472613086,0.706579541087689,0.134559557409452,1.15699511200606,-0.294561331432968,0.407429099419853,0.337862663634561,-0.408150492552647,0.682646123949549,1.25371968484033,0.391917044082342,-0.0375108583595551,0.795301519477008,-1.6682105913656,1.32299488209244,-2.83003522867318,-1.46343168833485,-0.203461209817417,-0.0763018365480559,0.108866913420892,0.162230940339532,-0.575624047818567,0.109794914589208,0.373813367278979,0.0505521972760614,0.00510555920011407,20.53,"0"
29,1.11088034163339,0.168716770722767,0.517143960377807,1.32540691997371,-0.191573353787583,0.0195037226488424,-0.0318491084003128,0.117619919555324,0.017664720727696,0.0448647914479061,1.3450747987323,1.28633962057665,-0.252267065685462,0.274457682308765,-0.810394372378945,-0.587005063447401,0.0874510738489092,-0.550473628153257,-0.1547493550961,-0.19011971084361,-0.0377086544989231,0.0957014620432248,-0.0481976468634584,0.232114939125133,0.606200748965636,-0.342096828961882,0.0367696053150443,0.0074799607310723,6.54,"0"
32,1.24905471963177,-0.624727077037783,-0.710588903536079,-0.991600360912692,1.42997319213398,3.69297701929891,-1.09020864122523,0.967290815452715,0.850148519454057,-0.307081111779614,-0.456245308321934,0.229981349844581,-0.0169130995868782,-0.220846086114885,0.362417698896289,0.315222304210749,-0.512265445432752,0.11899461869584,0.574720159539024,0.0978526921491637,-0.00629271415563999,0.00920022451060978,-0.129463200605864,1.11297017048455,0.500382108623099,1.19654919930281,-0.0482204354357297,0.00509362198376849,29.89,"0"
32,-2.00887179458613,2.19852650316899,0.144241739942708,1.15943226211997,-0.815174287845416,0.182288271256805,-0.617108301549016,1.53081672758398,-0.586832286254875,0.129875750830725,0.658479448325034,1.26504921848771,-0.2065181664078,1.01360321158387,-0.549413509634851,-0.708034201312287,0.869643169489364,-0.0956595595028157,0.944395409086946,0.0287401249115119,0.0949173066809993,0.294982704383812,0.0110813838630497,0.0152493720986061,0.0342106363420669,-0.236141101571547,0.128290672598229,0.117985989919298,2.35,"0"
33,-0.607877142993026,1.03134507783793,1.74044973731533,1.23210555042311,0.418592260222944,0.119168118951909,0.850892666335631,-0.176267418873834,-0.243501347955064,0.148455489833925,-0.387003094237291,0.398299276642617,0.48191674848907,-0.3654390925945,0.235544572141109,-1.34781146032981,0.504648259572464,-0.798404510811433,0.759710307289684,0.254324777846538,-0.0873291909450489,0.258315279877507,-0.26477502289338,0.118282367139248,0.173508081148748,-0.217041286803197,0.0943119126010652,-0.0330412960342469,14.8,"0"
33,-0.935731508971261,0.170415774156885,2.74626126916024,-1.07796491232198,-0.305594036012037,0.011577039242069,-0.296178450741079,0.402775569749032,-0.0404717463090409,-0.852045975590358,1.55210930576859,0.953561030493519,0.415429902142844,-0.233899924821916,0.452335831951489,0.844368276957724,-0.822739085535726,0.338821621743895,-1.21423442764473,-0.00541945029011228,0.401212016276093,1.06486425408903,-0.15832543563046,0.295505486260758,-0.259369647631841,0.754194722556598,0.0466637698225124,0.093947918225147,9.1,"0"
34,-0.762255665726893,0.127767751953647,2.65005638571315,-1.87566277123804,-0.893356398126455,-0.268714889488759,-0.419863596621261,0.146233406715251,-0.869635290154597,-0.0386516694016891,-0.686124387103008,-0.502910878643487,1.38082632218495,-1.03912460633328,0.652842089032808,1.89874756257003,-0.458413549068005,-0.559803242547051,-0.295102639926884,0.359392905714987,0.433349641511561,1.26040266443393,-0.404700036155232,0.0949455232807396,0.480975976870017,-0.0906846797223101,0.319222972697776,0.135599924615913,15.99,"0"
34,1.13831556625444,0.0569559699973862,0.649418964599217,0.873062040924213,-0.468466330715866,-0.410194552246249,-0.0138975543027732,-0.0724396093157116,0.306787909036459,-0.269952637390657,-0.00260184782303436,1.12430421589913,0.744206684168937,-0.188353421358499,-0.07566196255573,-0.70919227171914,0.381219102546287,-1.37208017404084,-0.273701149259017,-0.078354632808708,-0.16422241479465,-0.247400539229342,0.0594050645049741,0.456286465174056,0.361004003525112,0.274414145848337,-0.00249836244665451,0.017108846940255,21.34,"0"
34,-0.291540244596543,0.445575313725742,1.2497521162384,-1.73573588991416,0.0857555587180682,-0.121924299130972,0.40771585706035,0.095309377625631,0.815902286836031,-1.49118801152726,-0.846191380399744,0.0565325500897555,-0.058953530005169,0.151922601756511,1.9825948818916,-0.443295054363626,-0.318251412005902,0.0647871665050688,0.613505272287834,-0.0335223445539186,-0.0649061469721262,-0.120448981687137,-0.156525633679736,-0.800212850852097,-0.000620391689963862,-0.835203307198696,0.131001420802654,0.0628962699466281,18.95,"0"
34,0.201685891430752,0.497483215432781,1.3739125741005,0.571405317647578,-0.630657750142243,-0.539659123772599,-0.0762702908119869,-0.917105750019037,0.270008406215231,-0.480280682110825,-0.512532739970476,0.680906258686799,0.089923036521968,-0.157405056857078,-0.588819331688659,-0.477908445696603,0.22538879557879,-0.668680159238467,-0.0235994213112055,-0.222302592236684,0.718961069869173,-0.17187687023179,-0.16620525458887,0.776471323845633,0.818460355548391,0.442547455443563,0.142757246943121,0.219237609708497,9.99,"0"
35,1.38639697419213,-0.794209465382612,0.778224190591254,-0.864708433897642,-1.06413227965342,0.351296173582744,-1.19145458338703,0.052685634312249,-0.304404039275229,0.576516808924066,-1.63111176189277,0.0425595121222894,2.04789831589105,-0.739338428608896,1.45622204419365,-0.272049582980028,-0.932007398445801,1.92653220035244,-0.659939172907678,-0.273032886609131,-0.228726645592863,-0.123522420123964,-0.131025121563502,-0.929668178912028,0.181379006488932,1.19492806430879,0.000531331886203401,0.0199106229397932,30.9,"0"
35,-1.06323567874519,1.41819062554828,1.08667286312649,1.24143960031209,0.00230612611071083,0.0459015812190403,0.514120896637259,0.241252403456357,-0.154499951014978,0.280672622055497,-0.531948028103641,0.589857529006045,0.555086956115103,-0.116357328890885,0.165886171204421,-1.23721002679517,0.638414233299701,-0.776070594624742,0.692805890042676,0.235008925706976,-0.0572284702226962,0.314152998030344,-0.129862928270599,0.11428370785009,-0.0278124769514765,-0.259937015630799,0.118753639651127,-0.0089562977983754,20.22,"0"
35,1.19935593362078,0.129953154513887,0.863584970776281,1.00263476869323,-0.783761014593659,-0.884679005672016,-0.0407432757589571,-0.208068511671504,0.392477871628745,-0.248177899888804,-0.0953627524727861,1.31413104809224,1.0916814094227,-0.409346352255035,-0.577994104632916,-0.581283742420706,0.212342679791527,-0.893181252962422,-0.0206528853522847,-0.0726201259267691,-0.0424680857272564,0.198474051899343,-0.0330099751170921,1.01329013084481,0.559097511348329,0.401817534390101,-0.00586465649000008,0.0179360319171187,0.99,"0"
36,-1.00492933857661,-0.985977681437715,-0.0380388289597724,3.71006135915003,-6.63195083213121,5.12210258142297,4.37169125592055,-2.00686750606648,-0.278736460739287,-0.230872923441907,0.145155263239837,-0.0631560504596301,-0.79958507056403,-0.341956368039262,-0.930529781903999,0.510510185482595,0.0924281060557055,0.823984132238812,1.19039780013038,-0.00197997769185823,1.39340600409007,-0.381671395166542,0.969719175646086,0.0194447958389348,0.57092281345927,0.333277781691674,0.857373192365587,-0.0755382461617961,1402.95,"0"
36,-1.16942245796433,1.15831387032695,1.40679953629777,0.860188897348956,-0.103809888790759,0.122034779552914,0.264451377145263,-0.108766588645948,-0.181976611127934,0.659592648943552,0.45631688991831,-0.097762710197907,-0.346158686301307,0.210182391368661,2.34522933348286,-1.1726476833364,0.860018873573656,-1.15422426573603,0.858768026366302,-0.120560177945327,0.0244979038810766,-0.120153158421006,0.212986045163239,0.0875357633653697,-0.946529684037448,0.226700388710984,-0.810100768391406,0.234956581343876,7.99,"0"
36,1.09552460629831,-0.116085345733392,1.39791191546724,1.49754690019101,-1.0491239994212,0.0728385348036489,-0.723802080255301,0.287532472980736,0.996326812363796,-0.149144652839117,-0.508291668719983,-0.0278409029803608,-1.32155975244457,-0.0624044666639764,0.505750535601976,-0.209298470605219,0.207536533977023,-0.471334706912941,-0.736297582236995,-0.275034578640693,-0.0332341723097201,0.0932618845502939,0.0894983953019386,0.361261297686165,0.250962947610691,-0.378279979683085,0.0810238996896179,0.0342269381560285,2.09,"0"
